id,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,trip_duration
id_28,2016-01-01 00:28:00,-73.97457105079324,40.79930072661472,-73.93936032924383,40.80824202789486,2,563
id_29,2016-01-01 00:29:00,-73.92169510467575,40.75801089183608,-73.91544775088796,40.733716405307156,1,416
id_30,2016-01-01 00:30:00,-73.91552378440922,40.74767431010622,-73.97414891236937,40.8001139066168,2,1316
id_31,2016-01-01 00:31:00,-73.89324902675658,40.78033907410615,-73.94625124043935,40.77015102110279,2,724
id_32,2016-01-01 00:32:00,-73.95741746418618,40.80504159059214,-73.92467185972568,40.75650512083933,2,876
id_33,2016-01-01 00:33:00,-73.95295402939651,40.75695985975249,-73.90180462756322,40.82604610686605,2,1531
id_34,2016-01-01 00:34:00,-73.94304441887242,40.80220390009888,-73.92458968278275,40.7592061779554,2,762
id_35,2016-01-01 00:35:00,-73.97105286409156,40.7761975109671,-73.98199161518994,40.751170346857705,2,461
id_36,2016-01-01 00:36:00,-73.97700784946645,40.770377272323906,-73.95784385368877,40.773146445086816,3,273
id_37,2016-01-01 00:37:00,-73.9424295073774,40.76595208681361,-73.9549067798135,40.76022449018573,1,217
id_38,2016-01-01 00:38:00,-73.96730906509491,40.74455809653194,-73.95117265507702,40.80278088742671,1,1068
id_39,2016-01-01 00:39:00,-73.92301860053175,40.76326337668492,-73.89583814607747,40.73301592092432,3,865
id_40,2016-01-01 00:40:00,-73.94628480811276,40.817925153062745,-73.98642966478403,40.79920583204595,3,835
id_41,2016-01-01 00:41:00,-73.90673218039421,40.740216692447206,-73.95978263856152,40.77221101398094,2,925
id_42,2016-01-01 00:42:00,-73.91997348979977,40.82583000151018,-73.94075440786665,40.80839357144881,3,460
id_43,2016-01-01 00:43:00,-73.95876333586179,40.740749652748775,-73.98136039757556,40.76338971084686,3,593
id_44,2016-01-01 00:44:00,-73.90677401986048,40.766203164229935,-73.94164620392692,40.731813423599206,2,759
id_45,2016-01-01 00:45:00,-73.90952356425032,40.79063061738005,-73.97928710827894,40.80632776692683,2,1160
id_46,2016-01-01 00:46:00,-73.95125216209698,40.81378414036081,-73.90622177853008,40.743253840055644,3,1519
id_47,2016-01-01 00:47:00,-73.96116718960697,40.7443582818074,-73.96299156081317,40.77777761552475,3,544
id_48,2016-01-01 00:48:00,-73.9217504496025,40.74411022240584,-73.93769888174947,40.813299555323404,1,1270
id_49,2016-01-01 00:49:00,-73.97602475163906,40.79283781246617,-73.92816821456293,40.82249950016272,2,819
id_50,2016-01-01 00:50:00,-73.97000917975248,40.759274663240475,-73.95942743829428,40.754600857629875,2,209
id_51,2016-01-01 00:51:00,-73.98926377302489,40.79445020970179,-73.95486853002171,40.813816553076016,1,649
id_52,2016-01-01 00:52:00,-73.91130756224977,40.81205832029295,-73.93894839460856,40.807610824645934,3,373
id_53,2016-01-01 00:53:00,-73.92351491434079,40.73768705109875,-73.90945653011548,40.822356598849446,3,1757
id_54,2016-01-01 00:54:00,-73.91948346213736,40.81444941230777,-73.94473081229842,40.811515263700166,2,377
id_55,2016-01-01 00:55:00,-73.9119270968978,40.73375853563544,-73.94091040756645,40.73894951702411,2,439
id_56,2016-01-01 00:56:00,-73.94410842244616,40.81988261852888,-73.93041350634913,40.82443839559848,3,199
id_57,2016-01-01 00:57:00,-73.9331258804047,40.82756181416,-73.94747885601704,40.73247052153504,2,2024
id_58,2016-01-01 00:58:00,-73.97602030018723,40.79674552024608,-73.91739216437236,40.764355608081765,3,1242
id_59,2016-01-01 00:59:00,-73.9785469926464,40.828425530494414,-73.98950923927059,40.76892351869344,3,1196
id_60,2016-01-01 01:00:00,-73.92315970382094,40.81219918421286,-73.94169802654866,40.77852648584682,1,628
id_61,2016-01-01 01:01:00,-73.94289037938569,40.73443655001338,-73.89769838199224,40.75352291860325,1,710
id_62,2016-01-01 01:02:00,-73.93347638935188,40.730381094420245,-73.92840962318459,40.7423797413362,2,233
id_63,2016-01-01 01:03:00,-73.9135001142584,40.73207984894222,-73.9413600257555,40.813704749091386,3,1948
id_64,2016-01-01 01:04:00,-73.92652816799993,40.77519069599194,-73.91279751645286,40.79418195497193,3,455
id_65,2016-01-01 01:05:00,-73.93464205993419,40.792338261111766,-73.9506999257468,40.777489311031104,1,450
id_66,2016-01-01 01:06:00,-73.93407928392546,40.77814718227005,-73.94327543852765,40.80746034126968,3,560
id_67,2016-01-01 01:07:00,-73.95960499019374,40.797713032581456,-73.97048402785924,40.821515709271594,2,579
id_68,2016-01-01 01:08:00,-73.9869182165432,40.77496026341129,-73.9775795849092,40.75239265720567,2,529
id_69,2016-01-01 01:09:00,-73.94632826107676,40.73425638031104,-73.98744772758286,40.76229104112943,2,990
id_70,2016-01-01 01:10:00,-73.96854153271804,40.7526166704851,-73.91684910961445,40.823432209950326,1,1453
id_71,2016-01-01 01:11:00,-73.94914713562753,40.82926242366047,-73.9431809885821,40.78440433612181,3,1064
id_72,2016-01-01 01:12:00,-73.90465969267318,40.76458638376986,-73.8960646750403,40.75812392669701,2,195
id_73,2016-01-01 01:13:00,-73.96660605141346,40.76247657377447,-73.9723183950309,40.74582220447201,2,377
id_74,2016-01-01 01:14:00,-73.9841697258311,40.74527920490191,-73.9656016570316,40.828871026291054,2,1485
id_75,2016-01-01 01:15:00,-73.9618616107978,40.82871437221189,-73.92612740534653,40.78350238985083,2,935
id_76,2016-01-01 01:16:00,-73.96064062422333,40.75304593215926,-73.98454023143692,40.81622575597767,1,1577
id_77,2016-01-01 01:17:00,-73.9238083485273,40.794682656725385,-73.93965867459808,40.79359966402587,1,268
id_78,2016-01-01 01:18:00,-73.93429678476586,40.73420474581522,-73.97764184825884,40.774366403334994,2,1201
id_79,2016-01-01 01:19:00,-73.91161017908935,40.73664723300633,-73.97386025457435,40.81582981308416,3,1670
id_80,2016-01-01 01:20:00,-73.92356864596725,40.801675169732,-73.9387900126657,40.76565082301296,2,756
id_81,2016-01-01 01:21:00,-73.94936131385599,40.79351681628467,-73.93309291906876,40.80684720946122,1,367
id_82,2016-01-01 01:22:00,-73.90859796153339,40.79801623956206,-73.9687965255082,40.775341604391535,1,924
id_83,2016-01-01 01:23:00,-73.97330270800923,40.75309704071462,-73.96287613841318,40.81973898503099,2,1153
id_84,2016-01-01 01:24:00,-73.98772879268661,40.82848889825222,-73.96158924123661,40.78032179609889,3,912
id_85,2016-01-01 01:25:00,-73.98099521392243,40.78583751621582,-73.97581901720025,40.76258169722949,2,438
id_86,2016-01-01 01:26:00,-73.91776406494034,40.82695481722686,-73.89342791478252,40.80257442937238,1,593
id_87,2016-01-01 01:27:00,-73.94381227697485,40.746417055297535,-73.92078000691411,40.816013385539,2,1160
id_88,2016-01-01 01:28:00,-73.97387282209664,40.77050995098413,-73.97891581685728,40.81510182836014,3,888
id_89,2016-01-01 01:29:00,-73.93989552248966,40.76356855189884,-73.95428398180782,40.7778405135629,3,363
id_90,2016-01-01 01:30:00,-73.97476878972867,40.805507492670586,-73.97273972043999,40.77401709876662,3,625
id_91,2016-01-01 01:31:00,-73.92036796249222,40.80475714361051,-73.96656138666751,40.744929327223886,3,1440
id_92,2016-01-01 01:32:00,-73.94538437244259,40.77865437933197,-73.89605222238698,40.73392433362093,1,976
id_93,2016-01-01 01:33:00,-73.95189787739035,40.73161480042173,-73.97632470467046,40.82315205516112,1,2156
id_94,2016-01-01 01:34:00,-73.95984879108521,40.74752057091799,-73.90201882703165,40.80252298620903,1,1258
id_95,2016-01-01 01:35:00,-73.9269717406881,40.735026566710964,-73.90581649651479,40.78767816730819,3,1075
id_96,2016-01-01 01:36:00,-73.95381873894466,40.814701456924915,-73.91563317480951,40.78834071518886,1,895
id_97,2016-01-01 01:37:00,-73.98123500806838,40.75897715672977,-73.9403277976079,40.73233468400482,1,889
id_98,2016-01-01 01:38:00,-73.97819940978795,40.741792263690066,-73.96416323452293,40.77537514981537,2,768
id_99,2016-01-01 01:39:00,-73.89381023354504,40.76541723652816,-73.90690201343071,40.82213247022761,1,1292
id_100,2016-01-01 01:40:00,-73.89914193092923,40.73772893161663,-73.90659250343606,40.776203724713646,3,924
id_101,2016-01-01 01:41:00,-73.92002928661891,40.8278857134899,-73.93746840046538,40.78808128148077,1,686
id_102,2016-01-01 01:42:00,-73.96341300385404,40.761500790134775,-73.98523866135838,40.76771011720527,1,424
id_103,2016-01-01 01:43:00,-73.89308236226522,40.82330666988898,-73.97070388194636,40.74050344645941,3,2388
id_104,2016-01-01 01:44:00,-73.91212490960342,40.79827286908605,-73.98439165404939,40.762356875879185,3,1123
id_105,2016-01-01 01:45:00,-73.91831098108409,40.78661069874239,-73.97201619820228,40.738508911866276,3,1158
id_106,2016-01-01 01:46:00,-73.94506384978561,40.777549699712246,-73.93915787192256,40.78785795383901,2,239
id_107,2016-01-01 01:47:00,-73.96277584381548,40.79873801068034,-73.90458265438917,40.82817541219913,1,1223
id_108,2016-01-01 01:48:00,-73.98036090378464,40.79862753335461,-73.92467631675287,40.76626987029311,3,1082
id_109,2016-01-01 01:49:00,-73.89973976034561,40.73105210607607,-73.92990970304766,40.81584393485238,2,1768
id_110,2016-01-01 01:50:00,-73.94442237101663,40.82077837455283,-73.91520464579048,40.734278086884565,1,1516
id_111,2016-01-01 01:51:00,-73.96976366352047,40.76679634204376,-73.92600885254414,40.78050185144525,1,782
id_112,2016-01-01 01:52:00,-73.95940433758493,40.7653273121543,-73.94565727355454,40.79544681626558,3,638
id_113,2016-01-01 01:53:00,-73.9320780431058,40.7706590543883,-73.90846365547368,40.7619227016689,3,335
id_114,2016-01-01 01:54:00,-73.97232272170608,40.79852828053089,-73.95898155295465,40.739834720444094,1,1390
id_115,2016-01-01 01:55:00,-73.90433857159076,40.767601773604966,-73.8971885092718,40.75179004054507,3,299
id_116,2016-01-01 01:56:00,-73.91414804701647,40.76738310619272,-73.97838094174827,40.73700097483277,2,1164
id_117,2016-01-01 01:57:00,-73.9180537044049,40.73634648796284,-73.92623201071356,40.81882196688834,3,1878
id_118,2016-01-01 01:58:00,-73.94679069602249,40.77166416644269,-73.93994836469598,40.730458204196694,3,890
id_119,2016-01-01 01:59:00,-73.92726911592975,40.744947847704374,-73.94742383433233,40.73693720714829,2,308
id_120,2016-01-01 02:00:00,-73.93159020310873,40.81555892540597,-73.9470283620205,40.80956897743597,1,315
id_121,2016-01-01 02:01:00,-73.9250153398445,40.76345110831973,-73.98577924759608,40.7599730049979,2,774
id_122,2016-01-01 02:02:00,-73.981555567886,40.826086739806165,-73.91484861951372,40.76647598573756,3,1756
id_123,2016-01-01 02:03:00,-73.94841925978294,40.7984528002567,-73.95476529198379,40.76066870208588,2,752
id_124,2016-01-01 02:04:00,-73.98583858261381,40.80561515348273,-73.94233636430266,40.81907067657874,1,590
id_125,2016-01-01 02:05:00,-73.94060091807555,40.82477511814027,-73.90524059130294,40.82287388885307,1,482
id_126,2016-01-01 02:06:00,-73.95701387876672,40.753893476581666,-73.93228914989196,40.822881374511795,3,1193
id_127,2016-01-01 02:07:00,-73.97554758111339,40.786729096969225,-73.90485634048427,40.76073433212234,1,1052
id_128,2016-01-01 02:08:00,-73.97965970322774,40.73407258044945,-73.97629206054371,40.7500378933212,2,373
id_129,2016-01-01 02:09:00,-73.93123554278222,40.740075868795564,-73.96181824503054,40.81279962190004,1,1402
id_130,2016-01-01 02:10:00,-73.9729407031463,40.766658691996874,-73.96720675855688,40.81489648706573,3,1013
id_131,2016-01-01 02:11:00,-73.89748798816231,40.79825018506249,-73.90136657192757,40.76542754933758,2,580
id_132,2016-01-01 02:12:00,-73.93189388602995,40.81316936024055,-73.91184428048528,40.78780055719791,1,531
id_133,2016-01-01 02:13:00,-73.95531301954651,40.755640420247346,-73.9065899143099,40.76907276734924,1,740
id_134,2016-01-01 02:14:00,-73.93090845085186,40.804907721363755,-73.93313164398798,40.73149794767728,3,1734
id_135,2016-01-01 02:15:00,-73.98771961289702,40.7524291157448,-73.9679251088221,40.77106759664317,3,423
id_136,2016-01-01 02:16:00,-73.89414407867585,40.73060556061163,-73.95230016256629,40.819494038554176,3,2112
id_137,2016-01-01 02:17:00,-73.94176965630571,40.73544130249557,-73.93496991268188,40.81579351430953,3,1530
id_138,2016-01-01 02:18:00,-73.91172647727497,40.78855586228057,-73.98810214227949,40.74037822310227,1,1292
id_139,2016-01-01 02:19:00,-73.98172700000775,40.77971475460943,-73.92603577322579,40.760695808411185,2,947
id_140,2016-01-01 02:20:00,-73.94133416691618,40.75704252279294,-73.90451305030957,40.73738579265026,1,649
id_141,2016-01-01 02:21:00,-73.94092930056455,40.73065478586028,-73.95743646745865,40.75980354631704,3,730
id_142,2016-01-01 02:22:00,-73.8962173545025,40.78680103492534,-73.9220210457922,40.7597681439806,3,782
id_143,2016-01-01 02:23:00,-73.93282719476238,40.81176066368296,-73.94164367110848,40.73531813793212,3,1580
id_144,2016-01-01 02:24:00,-73.9426510598943,40.736854487792336,-73.98960225080324,40.81952452410181,3,1654
id_145,2016-01-01 02:25:00,-73.9633024336908,40.80364744573938,-73.96160078070841,40.81398770847186,1,211
id_146,2016-01-01 02:26:00,-73.95684310026574,40.793454260196405,-73.9372139746174,40.82284635219862,3,761
id_147,2016-01-01 02:27:00,-73.93793275975284,40.77793547722011,-73.91750915216254,40.80443588325926,3,657
id_148,2016-01-01 02:28:00,-73.94610885396949,40.7348341354976,-73.94979662326259,40.80600495317009,2,1191
id_149,2016-01-01 02:29:00,-73.98783879201196,40.82235714163922,-73.97137546044819,40.80872420394003,3,305
id_150,2016-01-01 02:30:00,-73.90737080758056,40.77774409889267,-73.98389502791836,40.797524655894016,2,1057
id_151,2016-01-01 02:31:00,-73.90038392281602,40.76996069608812,-73.91853078998993,40.74759627663194,2,539
id_152,2016-01-01 02:32:00,-73.97597509110014,40.81614754020877,-73.95349586595867,40.747773593573065,2,1224
id_153,2016-01-01 02:33:00,-73.93459638564609,40.81455782289837,-73.92528957961038,40.78003596549081,2,636
id_154,2016-01-01 02:34:00,-73.97914242588645,40.8027260953,-73.96782481614092,40.79906013121363,1,188
id_155,2016-01-01 02:35:00,-73.92277599069601,40.812935998289994,-73.91453144628457,40.7329717971393,1,1649
id_156,2016-01-01 02:36:00,-73.9618766216161,40.74243284809829,-73.95556138343001,40.7846403171529,2,961
id_157,2016-01-01 02:37:00,-73.9240577365308,40.80609155550803,-73.98476313198563,40.81871335028964,1,930
id_158,2016-01-01 02:38:00,-73.91730053857131,40.76280340829841,-73.93897665002851,40.74260187916335,2,579
id_159,2016-01-01 02:39:00,-73.91313525080822,40.816749479346825,-73.9168553352724,40.76129446257042,3,925
id_160,2016-01-01 02:40:00,-73.9792259054044,40.76702314659868,-73.89675028420541,40.82867500180603,3,1787
id_161,2016-01-01 02:41:00,-73.89839881548623,40.735430395212006,-73.89291422190685,40.76288724122687,3,540
id_162,2016-01-01 02:42:00,-73.96697860091051,40.771438023677035,-73.94435803928341,40.73287477651478,3,989
id_163,2016-01-01 02:43:00,-73.98625874438238,40.805677703507634,-73.92881266429245,40.79836401411599,3,961
id_164,2016-01-01 02:44:00,-73.93451475306085,40.78009320609794,-73.93427790725622,40.828263702484605,1,1039
id_165,2016-01-01 02:45:00,-73.95290777161375,40.806363391180895,-73.93664584119614,40.75306597891997,1,1273
id_166,2016-01-01 02:46:00,-73.90702102568676,40.733527374086606,-73.97854608847929,40.75160674510268,1,1029
id_167,2016-01-01 02:47:00,-73.90917485279357,40.7477164203601,-73.92291349547473,40.773188256895224,1,608
id_168,2016-01-01 02:48:00,-73.95828611071772,40.78636079310428,-73.89347297516434,40.7835907369855,2,1129
id_169,2016-01-01 02:49:00,-73.89471006049303,40.76853137538476,-73.97731971113983,40.81146909097659,2,1819
id_170,2016-01-01 02:50:00,-73.96090821618598,40.798017574367016,-73.9588145492083,40.829348672862615,2,610
id_171,2016-01-01 02:51:00,-73.93849428707682,40.82625542331204,-73.98229500844445,40.8113023972398,1,777
id_172,2016-01-01 02:52:00,-73.96440349094324,40.79598619607005,-73.94972171025654,40.759090779341705,2,675
id_173,2016-01-01 02:53:00,-73.8963956429951,40.77173628948826,-73.94183278839554,40.8086169888697,2,1034
id_174,2016-01-01 02:54:00,-73.9735392182418,40.78423640184433,-73.95419819088306,40.793087101957944,1,335
id_175,2016-01-01 02:55:00,-73.98550893806076,40.821282648169614,-73.94234178558209,40.779095141643005,1,914
id_176,2016-01-01 02:56:00,-73.94649029399969,40.797298924666215,-73.90970331333497,40.79346661405957,1,657
id_177,2016-01-01 02:57:00,-73.89076244359441,40.81031794977545,-73.96860764067343,40.77397646022506,3,1610
id_178,2016-01-01 02:58:00,-73.9008322733745,40.76015184091015,-73.9142028304829,40.793221008719335,1,820
id_179,2016-01-01 02:59:00,-73.9151391980543,40.804432115683824,-73.91067120024726,40.803682529632425,1,60
id_180,2016-01-01 03:00:00,-73.90092075091214,40.743943136933986,-73.93188668689295,40.731372160253116,3,430
id_181,2016-01-01 03:01:00,-73.90065533603021,40.80497756164052,-73.9584678812448,40.791623673211674,2,1005
id_182,2016-01-01 03:02:00,-73.93811416396134,40.81815585928024,-73.89634991676473,40.74530483960528,3,1445
id_183,2016-01-01 03:03:00,-73.95840709481692,40.82002324670534,-73.95360964439088,40.76366428010767,1,1189
id_184,2016-01-01 03:04:00,-73.9127987567889,40.74165900610526,-73.98500788150847,40.77436379267809,1,1294
id_185,2016-01-01 03:05:00,-73.92383387368322,40.81298820525737,-73.97639121480162,40.827224112359495,2,872
id_186,2016-01-01 03:06:00,-73.95263422711263,40.7409936522768,-73.90084099943556,40.762556490961366,3,895
id_187,2016-01-01 03:07:00,-73.98055333319384,40.777839695328275,-73.97500235188015,40.81193154893891,2,553
id_188,2016-01-01 03:08:00,-73.91532103886509,40.798252152968615,-73.94526058583992,40.76370594421284,3,750
id_189,2016-01-01 03:09:00,-73.96375394840771,40.77842491115117,-73.92080284391785,40.75293249770598,2,967
id_190,2016-01-01 03:10:00,-73.89631868494662,40.76399096022101,-73.93263552990763,40.7734008142368,1,564
id_191,2016-01-01 03:11:00,-73.96590294249943,40.79838211574958,-73.92466282997852,40.73898642889696,3,1246
id_192,2016-01-01 03:12:00,-73.97772420675885,40.796087877510686,-73.95511853354738,40.811930423249024,1,378
id_193,2016-01-01 03:13:00,-73.90688873278751,40.78828926551655,-73.92377638615613,40.77983172381926,3,291
id_194,2016-01-01 03:14:00,-73.97467156833754,40.78284286647767,-73.98909144249825,40.79875370829652,1,343
id_195,2016-01-01 03:15:00,-73.97207316918423,40.80057398991223,-73.96367497635363,40.8097738348923,3,225
id_196,2016-01-01 03:16:00,-73.93006172084792,40.77030370567011,-73.97764001564938,40.770891239980465,3,777
id_197,2016-01-01 03:17:00,-73.90254379591624,40.73687682477423,-73.94447370227468,40.77507142534488,3,820
id_198,2016-01-01 03:18:00,-73.97035653342854,40.78374545101912,-73.97541769176394,40.755356618694194,3,622
id_199,2016-01-01 03:19:00,-73.95896763270999,40.80234555522438,-73.93526289283284,40.80143182807957,1,291
id_200,2016-01-01 03:20:00,-73.91225951617588,40.759915990761606,-73.97193349587407,40.81322604225148,1,1503
id_201,2016-01-01 03:21:00,-73.8928173573939,40.74407511381359,-73.94857353250961,40.78741524300702,3,1044
id_202,2016-01-01 03:22:00,-73.93992588137976,40.82118411941621,-73.9825778486007,40.73385938043892,2,1752
id_203,2016-01-01 03:23:00,-73.97561024974488,40.81637496647462,-73.94600197293374,40.80116147074167,1,460
id_204,2016-01-01 03:24:00,-73.98860637122918,40.79184342192913,-73.909201672076,40.79668742114044,1,1234
id_205,2016-01-01 03:25:00,-73.9670343970001,40.80866071537041,-73.95830987409477,40.76425792620856,2,1004
id_206,2016-01-01 03:26:00,-73.97681777822135,40.82688053147744,-73.91936832636951,40.77092367759949,1,1454
id_207,2016-01-01 03:27:00,-73.9222341326387,40.78692589807268,-73.94740139067582,40.77951900744229,3,475
id_208,2016-01-01 03:28:00,-73.97781674953714,40.75441816846003,-73.96657881683653,40.80907877222002,3,900
id_209,2016-01-01 03:29:00,-73.93936700683793,40.79388119905326,-73.95965214002982,40.798062130085114,2,300
id_210,2016-01-01 03:30:00,-73.9205737564357,40.82145936761004,-73.95974217334656,40.7817062274478,2,945
id_211,2016-01-01 03:31:00,-73.9318883390779,40.799014820139845,-73.91576210919887,40.81055054038541,1,312
id_212,2016-01-01 03:32:00,-73.970022434834,40.73262403911494,-73.96990640389045,40.81591573257133,2,1616
id_213,2016-01-01 03:33:00,-73.90958754738178,40.82171326038625,-73.89222284700004,40.7351793096373,1,1804
id_214,2016-01-01 03:34:00,-73.91845928703842,40.80536752552539,-73.92125157378199,40.736981412240226,2,1203
id_215,2016-01-01 03:35:00,-73.91610159960844,40.77018310133974,-73.94988455673547,40.77756696165353,3,469
id_216,2016-01-01 03:36:00,-73.97689422484426,40.82874918893491,-73.89019959902045,40.80816168499969,3,1180
id_217,2016-01-01 03:37:00,-73.97762461963497,40.80216793328355,-73.96838284518648,40.74097676387963,3,1134
id_218,2016-01-01 03:38:00,-73.89724374489934,40.812544108183566,-73.91370887853068,40.816338880142396,2,276
id_219,2016-01-01 03:39:00,-73.95024218061751,40.82431665592498,-73.96290631024165,40.743724580744924,3,1635
id_220,2016-01-01 03:40:00,-73.9599051308219,40.7339578464721,-73.9356435548687,40.799547826301584,2,1248
id_221,2016-01-01 03:41:00,-73.94114159546484,40.80744198440367,-73.98455786314241,40.81033145659449,1,782
id_222,2016-01-01 03:42:00,-73.92371357872364,40.768634643535776,-73.90535408636975,40.73454840619773,3,777
id_223,2016-01-01 03:43:00,-73.8944376742953,40.816907501289876,-73.95338480978955,40.814874255154514,1,812
id_224,2016-01-01 03:44:00,-73.96135537731179,40.81788958559332,-73.93155136091391,40.814148347120614,2,374
id_225,2016-01-01 03:45:00,-73.89751915706879,40.812861847050264,-73.89727161682987,40.744594864748876,1,1223
id_226,2016-01-01 03:46:00,-73.98751405086136,40.80792005856527,-73.98697532746158,40.750904609328714,2,1137
id_227,2016-01-01 03:47:00,-73.9344801957673,40.80942828346249,-73.89319825631645,40.816031889447046,2,564
id_228,2016-01-01 03:48:00,-73.92660248883189,40.75965525007216,-73.93748206510979,40.82656375607202,1,1255
id_229,2016-01-01 03:49:00,-73.97941025962491,40.77065282061264,-73.91192534260718,40.77843002576881,2,1238
id_230,2016-01-01 03:50:00,-73.9759660402936,40.741505489070306,-73.94269552343941,40.74256406420399,3,593
id_231,2016-01-01 03:51:00,-73.94808856806837,40.813059152186156,-73.9084092222333,40.75795560789249,1,1262
id_232,2016-01-01 03:52:00,-73.89337680878567,40.79460064758246,-73.90194411723851,40.7638270317148,2,715
id_233,2016-01-01 03:53:00,-73.93039574467656,40.79127167151166,-73.95183259441266,40.79311755987005,2,298
id_234,2016-01-01 03:54:00,-73.89669767783997,40.75460780391065,-73.91773677693774,40.802172748742564,1,1103
id_235,2016-01-01 03:55:00,-73.9095639084387,40.79150360840516,-73.89013819920605,40.79067670197498,1,341
id_236,2016-01-01 03:56:00,-73.94326183984447,40.775455172518114,-73.91428683244055,40.81903237362851,1,1107
id_237,2016-01-01 03:57:00,-73.91152365507477,40.829526880666556,-73.89431201724554,40.731059316944396,1,2096
id_238,2016-01-01 03:58:00,-73.9882163216023,40.81630682727374,-73.91633827699656,40.76899179252564,2,1634
id_239,2016-01-01 03:59:00,-73.97908560032342,40.782598288190655,-73.95701130625385,40.75918016174714,2,462
id_240,2016-01-01 04:00:00,-73.90705713851172,40.810845556729866,-73.90728483251414,40.805170548132125,1,108
id_241,2016-01-01 04:01:00,-73.91031829116748,40.74645050008583,-73.92336592352804,40.798087348393906,3,1166
id_242,2016-01-01 04:02:00,-73.96673592580335,40.740140049912654,-73.98669320265488,40.819089795188376,2,1550
id_243,2016-01-01 04:03:00,-73.93692304094009,40.79306507996753,-73.97275659548883,40.761330502025814,1,731
id_244,2016-01-01 04:04:00,-73.92939841792999,40.80267858279389,-73.96387269921398,40.815553909010546,1,646
id_245,2016-01-01 04:05:00,-73.90322610462239,40.735305643931945,-73.9156436192828,40.783835846492345,2,1034
id_246,2016-01-01 04:06:00,-73.92968928426612,40.75009633511978,-73.91028673407034,40.74533520291223,1,312
id_247,2016-01-01 04:07:00,-73.94874284307262,40.783726797692246,-73.90731145632894,40.8129070443949,1,803
id_248,2016-01-01 04:08:00,-73.95258159565928,40.73628165995888,-73.98327852624641,40.75335709956339,3,485
id_249,2016-01-01 04:09:00,-73.94741179136264,40.772405283628366,-73.98278433185278,40.806027065961175,1,986
